resolution_time,name,configuration,mention_time
71,angular,Random-issues,NA
373,angular,Random-issues,NA
5,angular,Random-issues,NA
2,angular,Random-issues,NA
730,angular,Random-issues,NA
11,angular,Random-issues,NA
1162,angular,Random-issues,NA
343,angular,Random-issues,NA
17,angular,Random-issues,NA
5,angular,Random-issues,NA
NA,angular,Random-issues,NA
390,angular,Random-issues,NA
165,angular,Random-issues,NA
25,angular,Random-issues,NA
1050,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
769,angular,Random-issues,NA
139,angular,Random-issues,NA
456,angular,Random-issues,NA
2,angular,Random-issues,NA
23,angular,Random-issues,NA
2,angular,Random-issues,NA
2366,angular,Random-issues,NA
NA,angular,Random-issues,NA
92,angular,Random-issues,NA
174,angular,Random-issues,NA
0,angular,Random-issues,NA
3380,angular,Random-issues,NA
4,angular,Random-issues,NA
1,angular,Random-issues,NA
5,angular,Random-issues,NA
0,angular,Random-issues,NA
172,angular,Random-issues,NA
NA,angular,Random-issues,NA
27,angular,Random-issues,NA
6,angular,Random-issues,NA
292,angular,Random-issues,NA
803,angular,Random-issues,NA
1,angular,Random-issues,NA
19,angular,Random-issues,NA
541,angular,Random-issues,NA
648,angular,Random-issues,NA
16,angular,Random-issues,NA
2688,angular,Random-issues,NA
1235,angular,Random-issues,NA
65,angular,Random-issues,NA
1,angular,Random-issues,NA
11,angular,Random-issues,NA
48,angular,Random-issues,NA
19,angular,Random-issues,NA
413,angular,Random-issues,NA
24,angular,Random-issues,NA
1,angular,Random-issues,NA
1358,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
12,angular,Random-issues,NA
12712,angular,Random-issues,NA
2,angular,Random-issues,NA
7221,angular,Random-issues,NA
217,angular,Random-issues,NA
1371,angular,Random-issues,NA
1413,angular,Random-issues,NA
NA,angular,Random-issues,NA
19,angular,Random-issues,NA
4,angular,Random-issues,NA
579,angular,Random-issues,NA
4130,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
603,angular,Random-issues,NA
24,angular,Random-issues,NA
5,angular,Random-issues,NA
15,angular,Random-issues,NA
4,angular,Random-issues,NA
5,angular,Random-issues,NA
1,angular,Random-issues,NA
NA,angular,Random-issues,NA
5041,angular,Random-issues,NA
48,angular,Random-issues,NA
20,angular,Random-issues,NA
673,angular,Random-issues,NA
209,angular,Random-issues,NA
2,angular,Random-issues,NA
7350,angular,Random-issues,NA
15,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
149,angular,Random-issues,NA
136,angular,Random-issues,NA
185,angular,Random-issues,NA
71,angular,Random-issues,NA
224,angular,Random-issues,NA
30,angular,Random-issues,NA
4998,angular,Random-issues,NA
2,angular,Random-issues,NA
6648,angular,Random-issues,NA
173,angular,Random-issues,NA
0,angular,Random-issues,NA
NA,angular,Random-issues,NA
115,angular,Random-issues,NA
26,angular,Random-issues,NA
NA,angular,Random-issues,NA
9,angular,Random-issues,NA
8,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
4441,angular,Random-issues,NA
182,angular,Random-issues,NA
58,angular,Random-issues,NA
192,angular,Random-issues,NA
7,angular,Random-issues,NA
12410,angular,Random-issues,NA
5794,angular,Random-issues,NA
5260,angular,Random-issues,NA
339,angular,Random-issues,NA
315,angular,Random-issues,NA
752,angular,Random-issues,NA
14260,angular,Random-issues,NA
2,angular,Random-issues,NA
243,angular,Random-issues,NA
2766,angular,Random-issues,NA
78,angular,Random-issues,NA
75,angular,Random-issues,NA
368,angular,Random-issues,NA
4,angular,Random-issues,NA
20,angular,Random-issues,NA
1,angular,Random-issues,NA
49,angular,Random-issues,NA
1,angular,Random-issues,NA
729,angular,Random-issues,NA
1,angular,Random-issues,NA
169,angular,Random-issues,NA
18,angular,Random-issues,NA
2,angular,Random-issues,NA
NA,angular,Random-issues,NA
102,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
3,angular,Random-issues,NA
6215,angular,Random-issues,NA
48,angular,Random-issues,NA
52,angular,Random-issues,NA
NA,angular,Random-issues,NA
54,angular,Random-issues,NA
24,angular,Random-issues,NA
1,angular,Random-issues,NA
1,angular,Random-issues,NA
1332,angular,Random-issues,NA
4,angular,Random-issues,NA
2,angular,Random-issues,NA
111,angular,Random-issues,NA
0,angular,Random-issues,NA
559,angular,Random-issues,NA
1596,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
2112,angular,Random-issues,NA
6481,angular,Random-issues,NA
5570,angular,Random-issues,NA
6665,angular,Random-issues,NA
27,angular,Random-issues,NA
1,angular,Random-issues,NA
NA,angular,Random-issues,NA
20,angular,Random-issues,NA
4,angular,Random-issues,NA
NA,angular,Random-issues,NA
189,angular,Random-issues,NA
90,angular,Random-issues,NA
0,angular,Random-issues,NA
64,angular,Random-issues,NA
0,angular,Random-issues,NA
14,angular,Random-issues,NA
4870,angular,Random-issues,NA
248,angular,Random-issues,NA
23,angular,Random-issues,NA
260,angular,Random-issues,NA
0,angular,Random-issues,NA
46,angular,Random-issues,NA
15,angular,Random-issues,NA
26,angular,Random-issues,NA
2,angular,Random-issues,NA
26,angular,Random-issues,NA
20,angular,Random-issues,NA
11,angular,Random-issues,NA
128,angular,Random-issues,NA
286,angular,Random-issues,NA
217,angular,Random-issues,NA
0,angular,Random-issues,NA
NA,angular,Random-issues,NA
611,angular,Random-issues,NA
1,angular,Random-issues,NA
1318,angular,Random-issues,NA
258,angular,Random-issues,NA
56,angular,Random-issues,NA
16,angular,Random-issues,NA
98,angular,Random-issues,NA
NA,angular,Random-issues,NA
167,angular,Random-issues,NA
13,angular,Random-issues,NA
200,angular,Random-issues,NA
NA,angular,Random-issues,NA
168,angular,Random-issues,NA
358,angular,Random-issues,NA
6,angular,Random-issues,NA
1,angular,Random-issues,NA
461,angular,Random-issues,NA
3,angular,Random-issues,NA
668,angular,Random-issues,NA
130,angular,Random-issues,NA
7735,angular,Random-issues,NA
127,angular,Random-issues,NA
1,angular,Random-issues,NA
420,angular,Random-issues,NA
105,angular,Random-issues,NA
119,angular,Random-issues,NA
1,angular,Random-issues,NA
154,angular,Random-issues,NA
1,angular,Random-issues,NA
27,angular,Random-issues,NA
NA,angular,Random-issues,NA
10,angular,Random-issues,NA
NA,angular,Random-issues,NA
2,angular,Random-issues,NA
8,angular,Random-issues,NA
NA,angular,Random-issues,NA
2,angular,Random-issues,NA
36,angular,Random-issues,NA
1,angular,Random-issues,NA
198,angular,Random-issues,NA
33,angular,Random-issues,NA
9,angular,Random-issues,NA
885,angular,Random-issues,NA
273,angular,Random-issues,NA
78,angular,Random-issues,NA
0,angular,Random-issues,NA
0,angular,Random-issues,NA
2,angular,Random-issues,NA
2,angular,Random-issues,NA
5,angular,Random-issues,NA
55,angular,Random-issues,NA
177,angular,Random-issues,NA
697,angular,Random-issues,NA
1,angular,Random-issues,NA
3,angular,Random-issues,NA
5,angular,Random-issues,NA
0,angular,Random-issues,NA
4,angular,Random-issues,NA
8,angular,Random-issues,NA
5,angular,Random-issues,NA
6,angular,Random-issues,NA
915,angular,Random-issues,NA
280,angular,Random-issues,NA
92,angular,Random-issues,NA
6242,angular,Random-issues,NA
5116,angular,Random-issues,NA
15,angular,Random-issues,NA
4,angular,Random-issues,NA
37,angular,Random-issues,NA
90,angular,Random-issues,NA
9,angular,Random-issues,NA
10,angular,Random-issues,NA
11,angular,Random-issues,NA
0,angular,Random-issues,NA
4182,angular,Random-issues,NA
292,angular,Random-issues,NA
2,angular,Random-issues,NA
4,angular,Random-issues,NA
4459,angular,Random-issues,NA
98,angular,Random-issues,NA
520,angular,Random-issues,NA
5081,angular,Random-issues,NA
3,angular,Random-issues,NA
569,angular,Random-issues,NA
21971,angular,Random-issues,NA
NA,angular,Random-issues,NA
372,angular,Random-issues,NA
821,angular,Random-issues,NA
178,angular,Random-issues,NA
22,angular,Random-issues,NA
717,angular,Random-issues,NA
18,angular,Random-issues,NA
NA,angular,Random-issues,NA
5,angular,Random-issues,NA
36,angular,Random-issues,NA
9401,angular,Random-issues,NA
483,angular,Random-issues,NA
1,angular,Random-issues,NA
7,angular,Random-issues,NA
408,angular,Random-issues,NA
25,angular,Random-issues,NA
144,angular,Random-issues,NA
99,angular,Random-issues,NA
38,angular,Random-issues,NA
2222,angular,Random-issues,NA
187,angular,Random-issues,NA
72,angular,Random-issues,NA
3807,angular,Random-issues,NA
5595,angular,Random-issues,NA
113,angular,Random-issues,NA
1800,angular,Random-issues,NA
3147,angular,Random-issues,NA
28,angular,Random-issues,NA
191,angular,Random-issues,NA
3,angular,Random-issues,NA
1,angular,Random-issues,NA
3,angular,Random-issues,NA
3882,angular,Random-issues,NA
34,angular,Random-issues,NA
121,angular,Random-issues,NA
1423,angular,Random-issues,NA
8,angular,Random-issues,NA
NA,angular,Random-issues,NA
17,angular,Random-issues,NA
NA,angular,Random-issues,NA
132,angular,Random-issues,NA
27,angular,Random-issues,NA
5,angular,Random-issues,NA
NA,angular,Random-issues,NA
1313,angular,Random-issues,NA
NA,angular,Random-issues,NA
2,angular,Random-issues,NA
39,angular,Random-issues,NA
1,angular,Random-issues,NA
151,angular,Random-issues,NA
3,angular,Random-issues,NA
77,angular,Random-issues,NA
5546,angular,Random-issues,NA
79,angular,Random-issues,NA
NA,angular,Random-issues,NA
2430,angular,Random-issues,NA
6140,angular,Random-issues,NA
95,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
NA,angular,Random-issues,NA
6,angular,Random-issues,NA
1,angular,Random-issues,NA
580,angular,Random-issues,NA
100,angular,Random-issues,NA
4,angular,Random-issues,NA
1085,angular,Random-issues,NA
2,angular,Random-issues,NA
325,angular,Random-issues,NA
122,angular,Random-issues,NA
22,angular,Random-issues,NA
1,angular,Random-issues,NA
21,angular,Random-issues,NA
0,angular,Random-issues,NA
59,angular,Random-issues,NA
1208,angular,Random-issues,NA
6966,angular,Random-issues,NA
65,angular,Random-issues,NA
148,angular,Random-issues,NA
5,angular,Random-issues,NA
19,angular,Random-issues,NA
NA,angular,Random-issues,NA
40,angular,Random-issues,NA
NA,angular,Random-issues,NA
7489,angular,Random-issues,NA
7,angular,Random-issues,NA
4299,angular,Random-issues,NA
1151,angular,Random-issues,NA
1,angular,Random-issues,NA
156,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
423,angular,Random-issues,NA
4,angular,Random-issues,NA
1,angular,Random-issues,NA
259,angular,Random-issues,NA
21,angular,Random-issues,NA
695,angular,Random-issues,NA
22,angular,Random-issues,NA
NA,angular,Random-issues,NA
28,angular,Random-issues,NA
1049,angular,Random-issues,NA
NA,angular,Random-issues,NA
8,angular,Random-issues,NA
4,angular,Random-issues,NA
135,angular,Random-issues,NA
4,angular,Random-issues,NA
3,angular,Random-issues,NA
33,angular,Random-issues,NA
8658,angular,Random-issues,NA
1,angular,Random-issues,NA
296,angular,Random-issues,NA
47,angular,Random-issues,NA
2,angular,Random-issues,NA
56,angular,Random-issues,NA
5,angular,Random-issues,NA
5622,angular,Random-issues,NA
65,angular,Random-issues,NA
2,angular,Random-issues,NA
0,angular,Random-issues,NA
44,angular,Random-issues,NA
11,angular,Random-issues,NA
0,angular,Random-issues,NA
3990,angular,Random-issues,NA
72,angular,Random-issues,NA
2,angular,Random-issues,NA
3069,angular,Random-issues,NA
333,angular,Random-issues,NA
2027,angular,Random-issues,NA
2,angular,Random-issues,NA
14,angular,Random-issues,NA
438,angular,Random-issues,NA
3,angular,Random-issues,NA
23,angular,Random-issues,NA
3,angular,Random-issues,NA
NA,angular,Random-issues,NA
1,angular,Random-issues,NA
8298,angular,Random-issues,NA
3904,angular,Random-issues,NA
NA,angular,Random-issues,NA
68,angular,Random-issues,NA
48,angular,Random-issues,NA
9,angular,Random-issues,NA
5,angular,Random-issues,NA
2,angular,Random-issues,NA
295,angular,Random-issues,NA
18,angular,Random-issues,NA
887,angular,Random-issues,NA
NA,angular,Random-issues,NA
20,angular,Random-issues,NA
8888,angular,Random-issues,NA
0,angular,Random-issues,NA
7573,angular,Random-issues,NA
3078,angular,Random-issues,NA
1,angular,Random-issues,NA
1273,angular,Random-issues,NA
14,angular,Random-issues,NA
4,angular,Random-issues,NA
14,angular,Random-issues,NA
2,angular,Random-issues,NA
74,angular,Random-issues,NA
129,angular,Random-issues,NA
17,angular,Random-issues,NA
76,angular,Random-issues,NA
4581,angular,Random-issues,NA
4,angular,Random-issues,NA
20,angular,Random-issues,NA
59,angular,Random-issues,NA
11014,angular,Random-issues,NA
48,angular,Random-issues,NA
6643,angular,Random-issues,NA
6652,angular,Random-issues,NA
15,angular,Random-issues,NA
24,angular,Random-issues,NA
NA,angular,Random-issues,NA
0,angular,Random-issues,NA
35,angular,Random-issues,NA
51,angular,Random-issues,NA
135,angular,Random-issues,NA
4,angular,Random-issues,NA
122,angular,Random-issues,NA
34,angular,Random-issues,NA
74,angular,Random-issues,NA
9,angular,Random-issues,NA
1,angular,Random-issues,NA
14,angular,Random-issues,NA
1372,angular,Random-issues,NA
2,angular,Random-issues,NA
42,angular,Random-issues,NA
19,angular,Random-issues,NA
1163,angular,Random-issues,NA
44,angular,Random-issues,NA
0,angular,Random-issues,NA
4160,angular,Random-issues,NA
223,angular,Random-issues,NA
4,angular,Random-issues,NA
1,angular,Random-issues,NA
66,angular,Random-issues,NA
130,angular,Random-issues,NA
27,angular,Random-issues,NA
154,angular,Random-issues,NA
3766,angular,Random-issues,NA
63,angular,Random-issues,NA
0,angular,Random-issues,NA
155,angular,Random-issues,NA
28,angular,Random-issues,NA
361,angular,Random-issues,NA
10,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
171,angular,Random-issues,NA
2,angular,Random-issues,NA
1,angular,Random-issues,NA
86,angular,Random-issues,NA
1,angular,Random-issues,NA
1,angular,Random-issues,NA
2,angular,Random-issues,NA
1,angular,Random-issues,NA
5983,angular,Random-issues,NA
0,angular,Random-issues,NA
43,angular,Random-issues,NA
0,angular,Random-issues,NA
184,angular,Random-issues,NA
366,angular,Random-issues,NA
4626,angular,Random-issues,NA
1585,angular,Random-issues,NA
22,angular,Random-issues,NA
1,angular,Random-issues,NA
6490,angular,Random-issues,NA
22,angular,Random-issues,NA
0,angular,Random-issues,NA
14,angular,Random-issues,NA
4596,angular,Random-issues,NA
3,angular,Random-issues,NA
60,angular,Random-issues,NA
2,angular,Random-issues,NA
1,angular,Random-issues,NA
3,angular,Random-issues,NA
2210,angular,Random-issues,NA
4,angular,Random-issues,NA
13,angular,Random-issues,NA
8,angular,Random-issues,NA
128,angular,Random-issues,NA
221,angular,Random-issues,NA
NA,angular,Random-issues,NA
852,angular,Random-issues,NA
21,angular,Random-issues,NA
24,angular,Random-issues,NA
52,angular,Random-issues,NA
1392,angular,Random-issues,NA
298,angular,Random-issues,NA
14,angular,Random-issues,NA
5164,angular,Random-issues,NA
102,angular,Random-issues,NA
7,angular,Random-issues,NA
43,angular,Random-issues,NA
161,angular,Random-issues,NA
21,angular,Random-issues,NA
438,angular,Random-issues,NA
28,angular,Random-issues,NA
6,angular,Random-issues,NA
5030,angular,Random-issues,NA
47,angular,Random-issues,NA
371,angular,Random-issues,NA
NA,angular,Random-issues,NA
1354,angular,Random-issues,NA
1,angular,Random-issues,NA
4,angular,Random-issues,NA
1,angular,Random-issues,NA
697,angular,Random-issues,NA
6,angular,Random-issues,NA
977,angular,Random-issues,NA
146,angular,Random-issues,NA
1527,angular,Random-issues,NA
950,angular,Random-issues,NA
464,angular,Random-issues,NA
211,angular,Random-issues,NA
19,angular,Random-issues,NA
3273,angular,Random-issues,NA
NA,angular,Random-issues,NA
3,angular,Random-issues,NA
2455,angular,Random-issues,NA
0,angular,Random-issues,NA
NA,angular,Random-issues,NA
11,angular,Random-issues,NA
4,angular,Random-issues,NA
1,angular,Random-issues,NA
162,angular,Random-issues,NA
17,angular,Random-issues,NA
952,angular,Random-issues,NA
2,angular,Random-issues,NA
326,angular,Random-issues,NA
30,angular,Random-issues,NA
642,angular,Random-issues,NA
2,angular,Random-issues,NA
116,angular,Random-issues,NA
3,angular,Random-issues,NA
139,angular,Random-issues,NA
25,angular,Random-issues,NA
625,angular,Random-issues,NA
9,angular,Random-issues,NA
1,angular,Random-issues,NA
12,angular,Random-issues,NA
6,angular,Random-issues,NA
4,angular,Random-issues,NA
11,angular,Random-issues,NA
6459,angular,Random-issues,NA
33,angular,Random-issues,NA
0,angular,Random-issues,NA
11,angular,Random-issues,NA
313,angular,Random-issues,NA
7,angular,Random-issues,NA
4402,angular,Random-issues,NA
7508,angular,Random-issues,NA
62,angular,Random-issues,NA
11225,angular,Random-issues,NA
0,angular,Random-issues,NA
23,angular,Random-issues,NA
148,angular,Random-issues,NA
171,angular,Random-issues,NA
NA,angular,Random-issues,NA
8,angular,Random-issues,NA
25,angular,Random-issues,NA
168,angular,Random-issues,NA
NA,angular,Random-issues,NA
NA,angular,Random-issues,NA
9,angular,Random-issues,NA
4,angular,Random-issues,NA
17299,angular,Random-issues,NA
2756,angular,Random-issues,NA
119,angular,Random-issues,NA
25,angular,Random-issues,NA
2,angular,Random-issues,NA
56,angular,Random-issues,NA
4366,angular,Random-issues,NA
19,angular,Random-issues,NA
1,angular,Random-issues,NA
28,angular,Random-issues,NA
119,angular,Random-issues,NA
16,angular,Random-issues,NA
6,angular,Random-issues,NA
NA,angular,Random-issues,NA
2,angular,Random-issues,NA
3534,angular,Random-issues,NA
326,angular,Random-issues,NA
6,angular,Random-issues,NA
418,angular,Random-issues,NA
NA,angular,Random-issues,NA
233,angular,Random-issues,NA
351,angular,Random-issues,NA
128,angular,Random-issues,NA
26,angular,Random-issues,NA
12,angular,Random-issues,NA
